Sold Item:Lion Helm (ID:474) && [Type] == primalhelm && [Quality] == Magic && [Flag] == identified && [Defense] == 76 && [Durability] == 24 && [MaxDurability] == 35 && [Energy] == 2 && [Defense] == 210 && [Durability] == 24 && [MaxDurability] == 35, StashItem:false, ItemToID:false  (03:45:00)
Sold Item:Lich Wand (ID:208) && [Type] == wand && [Quality] == Unique && [Flag] == identified && [MinDamage] == 10 && [MaxDamage] == 31 && [AttackRate] == 20 && [Durability] == 9 && [MaxDurability] == 17 && [MinDamage] == 10 && [MaxDamage] == 31 && [AttackRate] == 20 && [Durability] == 9 && [MaxDurability] == 17 && [AddClassSkills-AddNecromancerSkills] == 2 && [FasterCastRate] == 25 && [SingleSkill-Skillteeth] == 4 && [SingleSkill-Skillbonearmor] == 4 && [SingleSkill-Skillbonewall] == 2 && [SingleSkill-Skillbonespear] == 3 && [SingleSkill-Skillbonespirit] == 1, StashItem:false, ItemToID:false  (10:04:46)
Sold Item:Avenger Guard (ID:407) && [Type] == primalhelm && [Quality] == Set && [Flag] == identified && [Flag] == socketed && [Defense] == 40 && [Durability] == 31 && [MaxDurability] == 55 && [Sockets] == 2 && [Defense] == 165 && [Durability] == 31 && [MaxDurability] == 55 && [GoldFind] == 37 && [MagicFind] == 33 && [LightRadius] == 4 && [AddSkillTab-WarCriesSkillTab] == 2 && [Sockets] == 2, StashItem:false, ItemToID:false  (10:08:05)
Sold Item:Thresher (ID:255) && [Type] == polearm && [Quality] == Magic && [Flag] == identified && [SecondMinDamage] == 12 && [SecMaxDamage] == 141 && [AttackRate] == 10 && [Durability] == 90 && [MaxDurability] == 130 && [SecondMinDamage] == 12 && [SecMaxDamage] == 141 && [PoisonResist] == 11 && [LifeLeech] == 4 && [AttackRate] == 10 && [Durability] == 90 && [MaxDurability] == 130, StashItem:false, ItemToID:false  (10:11:14)
Sold Item:Bolts (ID:528) && [Quality] == Normal && [Flag] == identified && [Quantity] == 183 && [Quantity] == 183, StashItem:false, ItemToID:false  (10:14:02)
Sold Item:Mithral Point (ID:236) && [Quality] == Magic && [Flag] == identified && [MinDamage] == 37 && [MaxDamage] == 53 && [Durability] == 34 && [MaxDurability] == 55 && [MinDamage] == 37 && [MaxDamage] == 64 && [Durability] == 34 && [MaxDurability] == 55, StashItem:false, ItemToID:false  (10:29:26)
Sold Item:Rancid Gas Potion (ID:80) && [Quality] == Normal && [Flag] == identified && [MaxDamage] == 1 && [Quantity] == 24 && [Durability] == 1 && [MaxDurability] == 2 && [MaxDamage] == 1 && [Quantity] == 24 && [Durability] == 1 && [MaxDurability] == 2, StashItem:false, ItemToID:false  (10:29:26)
Sold Item:Battle Belt (ID:393) && [Type] == belt && [Quality] == Magic && [Flag] == identified && [Defense] == 43 && [Durability] == 15 && [MaxDurability] == 18 && [Strength] == 7 && [Defense] == 47 && [Durability] == 15 && [MaxDurability] == 18, StashItem:false, ItemToID:false  (10:33:24)
Sold Item:Balanced Knife (ID:45) && [Type] == thrownweapon && [Quality] == Rare && [Flag] == identified && [MinDamage] == 1 && [MaxDamage] == 8 && [AttackRate] == 20 && [Quantity] == 121 && [Durability] == 18 && [MaxDurability] == 24 && [ThrowMinDamage] == 6 && [ThrowMaxDamage] == 11 && [MinDamage] == 1 && [MaxDamage] == 24 && [PoisonMinDamage] == 15 && [PoisonMaxDamage] == 15 && [PoisonLength] == 4 && [AttackRate] == 20 && [Quantity] == 121 && [Durability] == 18 && [MaxDurability] == 24 && [Howl] == 128 && [ManaAfterKill] == 5 && [ThrowMinDamage] == 11 && [ThrowMaxDamage] == 30 && [PoisonCount] == 1, StashItem:false, ItemToID:false  (10:33:24)
Sold Item:Jewel (ID:643) && [Type] == jewel && [Quality] == Magic && [Flag] == identified && [MagicFind] == 7, StashItem:false, ItemToID:false  (10:33:24)
Sold Item:Grand Charm (ID:605) && [Quality] == Magic && [Flag] == identified && [LifeMax] == 23 && [StamMax] == 26, StashItem:false, ItemToID:false  (10:48:18)
Sold Item:Cestus (ID:178) && [Type] == assassinclaw && [Quality] == Magic && [Flag] == identified && [MinDamage] == 7 && [MaxDamage] == 15 && [Durability] == 50 && [MaxDurability] == 72 && [MinDamage] == 7 && [MaxDamage] == 16 && [Durability] == 50 && [MaxDurability] == 72, StashItem:false, ItemToID:false  (10:52:24)
Sold Item:Blade Talons (ID:180) && [Type] == assassinclaw && [Quality] == Magic && [Flag] == identified && [MinDamage] == 10 && [MaxDamage] == 14 && [AttackRate] == 20 && [Durability] == 126 && [MaxDurability] == 138 && [MinDamage] == 10 && [MaxDamage] == 14 && [PoisonResist] == 9 && [AttackRate] == 20 && [Durability] == 126 && [MaxDurability] == 138, StashItem:false, ItemToID:false  (11:03:05)
Sold Item:Jewel (ID:643) && [Type] == jewel && [Quality] == Magic && [Flag] == identified && [ColdResist] == 29, StashItem:false, ItemToID:false  (11:03:05)
Sold Item:Jewel (ID:643) && [Type] == jewel && [Quality] == Magic && [Flag] == identified && [RequirementPercent] == -15, StashItem:false, ItemToID:false  (11:17:09)
Sold Item:Runic Talons (ID:194) && [Type] == assassinclaw && [Quality] == Magic && [Flag] == identified && [MinDamage] == 24 && [MaxDamage] == 44 && [AttackRate] == 30 && [Durability] == 124 && [MaxDurability] == 138 && [MinDamage] == 24 && [MaxDamage] == 44 && [AttackRate] == 30 && [Durability] == 124 && [MaxDurability] == 138 && [SingleSkill-Skillwakeofinferno] == 2 && [SingleSkill-Skilldragonflight] == 2 && [SingleSkill-Skillvenom] == 1 && [ItemChargedSkill] == 7685, StashItem:false, ItemToID:false  (11:20:30)
Sold Item:Wrist Blade (ID:176) && [Type] == assassinclaw && [Quality] == Magic && [Flag] == identified && [MinDamage] == 5 && [MaxDamage] == 9 && [Durability] == 94 && [MaxDurability] == 104 && [MinDamage] == 5 && [MaxDamage] == 9 && [ColdMinDamage] == 1 && [ColdMaxDamage] == 3 && [ColdLength] == 3 && [Durability] == 94 && [MaxDurability] == 104, StashItem:false, ItemToID:false  (11:24:08)
Sold Item:Super Healing Potion (ID:591) && [Quality] == Normal && [Flag] == identified && , StashItem:false, ItemToID:false  (11:28:12)
Sold Item:Quhab (ID:182) && [Type] == assassinclaw && [Quality] == Magic && [Flag] == identified && [Flag] == ethereal && [MinDamage] == 16 && [MaxDamage] == 36 && [Durability] == 25 && [MaxDurability] == 25 && [MinDamage] == 16 && [MaxDamage] == 36 && [Durability] == 25 && [MaxDurability] == 25 && [ManaAfterKill] == 2, StashItem:false, ItemToID:false  (11:45:51)
Sold Item:Short Spear (ID:49) && [Type] == javelin && [Quality] == Rare && [Flag] == identified && [MinDamage] == 2 && [MaxDamage] == 13 && [AttackRate] == -10 && [Quantity] == 49 && [Durability] == 3 && [MaxDurability] == 4 && [ThrowMinDamage] == 10 && [ThrowMaxDamage] == 22 && [AttackRating] == 44 && [MinDamage] == 5 && [MaxDamage] == 15 && [LightningMinDamage] == 1 && [LightningMaxDamage] == 7 && [PoisonMinDamage] == 58 && [PoisonMaxDamage] == 58 && [PoisonLength] == 4 && [AttackRate] == -10 && [Quantity] == 49 && [Durability] == 3 && [MaxDurability] == 4 && [ThrowMinDamage] == 14 && [ThrowMaxDamage] == 26 && [PoisonCount] == 1, StashItem:false, ItemToID:false  (11:45:51)
Sold Item:Blade Talons (ID:180) && [Type] == assassinclaw && [Quality] == Magic && [Flag] == identified && [MinDamage] == 10 && [MaxDamage] == 14 && [AttackRate] == 20 && [Durability] == 54 && [MaxDurability] == 69 && [MinDamage] == 17 && [MaxDamage] == 24 && [AttackRate] == 20 && [Durability] == 54 && [MaxDurability] == 69 && [RequirementPercent] == -20, StashItem:false, ItemToID:false  (12:00:11)
Sold Item:Small Charm (ID:603) && [Quality] == Magic && [Flag] == identified && [PoisonResist] == 5, StashItem:false, ItemToID:false  (12:13:17)
Sold Item:Katar (ID:175) && [Type] == assassinclaw && [Quality] == Magic && [Flag] == identified && [MinDamage] == 4 && [MaxDamage] == 7 && [AttackRate] == 10 && [Durability] == 41 && [MaxDurability] == 48 && [MinDamage] == 6 && [MaxDamage] == 7 && [AttackRate] == 10 && [Durability] == 41 && [MaxDurability] == 48, StashItem:false, ItemToID:false  (12:17:00)
Sold Item:Battle Cestus (ID:192) && [Type] == assassinclaw && [Quality] == Magic && [Flag] == identified && [MinDamage] == 36 && [MaxDamage] == 42 && [AttackRate] == 10 && [Durability] == 48 && [MaxDurability] == 72 && [MinDamage] == 39 && [MaxDamage] == 42 && [AttackRate] == 10 && [Durability] == 48 && [MaxDurability] == 72 && [SingleSkill-Skilldragonflight] == 1 && [MaxDamagePerLevel] == 6, StashItem:false, ItemToID:false  (12:21:06)
Sold Item:War Fist (ID:191) && [Type] == assassinclaw && [Quality] == Magic && [Flag] == identified && [MinDamage] == 44 && [MaxDamage] == 53 && [AttackRate] == -10 && [Durability] == 37 && [MaxDurability] == 64 && [MinDamage] == 44 && [MaxDamage] == 53 && [ManaLeech] == 9 && [AttackRate] == -10 && [Durability] == 37 && [MaxDurability] == 64 && [SingleSkill-Skillweaponblock] == 3, StashItem:false, ItemToID:false  (12:24:42)
Sold Item:Hatchet Hands (ID:177) && [Type] == assassinclaw && [Quality] == Magic && [Flag] == identified && [MinDamage] == 2 && [MaxDamage] == 15 && [AttackRate] == -10 && [Durability] == 51 && [MaxDurability] == 56 && [AttackRating] == 102 && [MinDamage] == 3 && [MaxDamage] == 27 && [AttackRate] == -10 && [Durability] == 51 && [MaxDurability] == 56 && [Knockback] == 1, StashItem:false, ItemToID:false  (12:24:42)
Sold Item:Kite Shield (ID:331) && [Type] == shield && [Quality] == Rare && [Flag] == identified && [ChanceToBlock] == 8 && [Defense] == 19 && [Durability] == 28 && [MaxDurability] == 30 && [Strength] == 5 && [LifeMax] == 25 && [ManaMax] == 10 && [ChanceToBlock] == 8 && [Defense] == 21 && [Durability] == 28 && [MaxDurability] == 30 && [LightRadius] == 2, StashItem:false, ItemToID:false  (12:31:24)
Sold Item:Battle Cestus (ID:192) && [Type] == assassinclaw && [Quality] == Magic && [Flag] == identified && [Flag] == ethereal && [MinDamage] == 54 && [MaxDamage] == 63 && [AttackRate] == 10 && [Durability] == 37 && [MaxDurability] == 37 && [MinDamage] == 54 && [MaxDamage] == 69 && [AttackRate] == 10 && [Durability] == 37 && [MaxDurability] == 37 && [SingleSkill-Skilldeathsentry] == 2, StashItem:false, ItemToID:false  (12:39:24)
Sold Item:Hatchet Hands (ID:177) && [Type] == assassinclaw && [Quality] == Magic && [Flag] == identified && [MinDamage] == 2 && [MaxDamage] == 15 && [AttackRate] == -10 && [Durability] == 33 && [MaxDurability] == 56 && [MinDamage] == 2 && [MaxDamage] == 15 && [AttackRate] == -10 && [Durability] == 33 && [MaxDurability] == 56 && [Knockback] == 1, StashItem:false, ItemToID:false  (12:41:55)
Sold Item:Scissors Katar (ID:181) && [Type] == assassinclaw && [Quality] == Magic && [Flag] == identified && [MinDamage] == 9 && [MaxDamage] == 17 && [AttackRate] == 10 && [Durability] == 50 && [MaxDurability] == 68 && [MinDamage] == 9 && [MaxDamage] == 17 && [AttackRate] == 10 && [Durability] == 50 && [MaxDurability] == 68 && [IgnoreTargetsAR] == 1, StashItem:false, ItemToID:false  (12:50:01)
Sold Item:Blade Talons (ID:180) && [Type] == assassinclaw && [Quality] == Magic && [Flag] == identified && [MinDamage] == 10 && [MaxDamage] == 14 && [AttackRate] == 20 && [Durability] == 34 && [MaxDurability] == 69 && [AttackRating] == 18 && [MinDamage] == 10 && [MaxDamage] == 14 && [FireMinDamage] == 1 && [FireMaxDamage] == 2 && [AttackRate] == 20 && [Durability] == 34 && [MaxDurability] == 69, StashItem:false, ItemToID:false  (12:50:01)
Sold Item:Jewel (ID:643) && [Type] == jewel && [Quality] == Magic && [Flag] == identified && [AttackerTakesDamage] == 5 && [UndeadDamagePercent] == 35 && [UndeadAttackRating] == 39, StashItem:false, ItemToID:false  (12:55:14)
Sold Item:Scarabshell Boots (ID:456) && [Type] == boots && [Quality] == Rare && [Flag] == identified && [Defense] == 66 && [Durability] == 10 && [MaxDurability] == 14 && [AttackRating] == 15 && [Defense] == 108 && [Durability] == 10 && [MaxDurability] == 14 && [LightRadius] == 1 && [FasterRunWalk] == 30 && [SkillOnGetHit] == 14, StashItem:false, ItemToID:false  (01:09:31)
Sold Item:Jewel (ID:643) && [Type] == jewel && [Quality] == Magic && [Flag] == identified && [LifeMax] == 9 && [PoisonResist] == 11, StashItem:false, ItemToID:false  (01:13:58)
Sold Item:Runic Talons (ID:194) && [Type] == assassinclaw && [Quality] == Magic && [Flag] == identified && [MinDamage] == 24 && [MaxDamage] == 44 && [AttackRate] == 30 && [Durability] == 38 && [MaxDurability] == 69 && [MinDamage] == 25 && [MaxDamage] == 44 && [AttackRate] == 30 && [Durability] == 38 && [MaxDurability] == 69 && [SingleSkill-Skillfade] == 1, StashItem:false, ItemToID:false  (01:18:03)
Sold Item:Stygian Pilum (ID:244) && [Type] == javelin && [Quality] == Magic && [Flag] == identified && [MinDamage] == 14 && [MaxDamage] == 64 && [Quantity] == 124 && [Durability] == 12 && [MaxDurability] == 24 && [ThrowMinDamage] == 21 && [ThrowMaxDamage] == 75 && [MinDamage] == 14 && [MaxDamage] == 64 && [PoisonMinDamage] == 8 && [PoisonMaxDamage] == 8 && [PoisonLength] == 2 && [Quantity] == 124 && [Durability] == 12 && [MaxDurability] == 24 && [ThrowMinDamage] == 21 && [ThrowMaxDamage] == 75 && [PoisonCount] == 1, StashItem:false, ItemToID:false  (01:29:52)
Sold Item:Feral Claws (ID:193) && [Type] == assassinclaw && [Quality] == Magic && [Flag] == identified && [MinDamage] == 22 && [MaxDamage] == 53 && [AttackRate] == 20 && [Durability] == 100 && [MaxDurability] == 104 && [MinDamage] == 24 && [MaxDamage] == 53 && [AttackRate] == 20 && [Durability] == 100 && [MaxDurability] == 104 && [SingleSkill-Skilldragonflight] == 1, StashItem:false, ItemToID:false  (01:29:52)
Sold Item:Coronet (ID:419) && [Type] == circlet && [Quality] == Magic && [Flag] == identified && [Defense] == 37 && [Durability] == 15 && [MaxDurability] == 30 && [MinDamage] == 12 && [SecondMinDamage] == 12 && [Defense] == 37 && [Durability] == 15 && [MaxDurability] == 30 && [ThrowMinDamage] == 12, StashItem:false, ItemToID:false  (01:33:49)
Sold Item:Carnage Helm (ID:493) && [Type] == primalhelm && [Quality] == Rare && [Flag] == identified && [Flag] == ethereal && [Defense] == 222 && [Durability] == 13 && [MaxDurability] == 13 && [LifeMax] == 38 && [Defense] == 459 && [LightningResist] == 5 && [PoisonResist] == 20 && [Durability] == 13 && [MaxDurability] == 13 && [SingleSkill-Skillbattleorders] == 1, StashItem:false, ItemToID:false  (01:33:49)
Sold Item:Horned Helm (ID:405) && [Type] == primalhelm && [Quality] == Superior && [Flag] == identified && [Flag] == socketed && [Defense] == 29 && [Durability] == 51 && [MaxDurability] == 45 && [Sockets] == 3 && [Defense] == 29 && [Durability] == 51 && [MaxDurability] == 51 && [SingleSkill-Skillgrimward] == 1 && [SingleSkill-Skillwarcry] == 3 && [Sockets] == 3, StashItem:false, ItemToID:false  (01:36:39)
Sold Item:Barbed Shield (ID:397) && [Type] == shield && [Quality] == Rare && [Flag] == identified && [ChanceToBlock] == 17 && [Defense] == 77 && [Durability] == 53 && [MaxDurability] == 55 && [Strength] == 5 && [ChanceToBlock] == 37 && [Defense] == 77 && [FireResist] == 15 && [LightningResist] == 15 && [ColdResist] == 37 && [PoisonResist] == 15 && [Durability] == 53 && [MaxDurability] == 55 && [AttackerTakesDamage] == 1 && [FasterBlockRate] == 30, StashItem:false, ItemToID:false  (01:37:10)
Sold Item:Tyrant Club (ID:214) && [Type] == club && [Quality] == Magic && [Flag] == identified && [MinDamage] == 32 && [MaxDamage] == 58 && [Durability] == 48 && [MaxDurability] == 65 && [Strength] == 25 && [AttackRating] == 75 && [MinDamage] == 47 && [MaxDamage] == 85 && [Durability] == 48 && [MaxDurability] == 65, StashItem:false, ItemToID:false  (01:48:50)
Sold Item:Shamshir (ID:120) && [Type] == sword && [Quality] == Rare && [Flag] == identified && [MinDamage] == 10 && [MaxDamage] == 24 && [AttackRate] == 10 && [Durability] == 27 && [MaxDurability] == 32 && [AttackRating] == 29 && [MinDamage] == 12 && [MaxDamage] == 30 && [ColdMinDamage] == 1 && [ColdMaxDamage] == 4 && [ColdLength] == 3 && [PoisonMinDamage] == 11 && [PoisonMaxDamage] == 11 && [PoisonLength] == 3 && [AttackRate] == 10 && [Durability] == 27 && [MaxDurability] == 32 && [ItemChargedSkill] == 8984 && [PoisonCount] == 1, StashItem:false, ItemToID:false  (01:55:41)
Sold Item:Small Charm (ID:603) && [Quality] == Magic && [Flag] == identified && [Strength] == 1, StashItem:false, ItemToID:false  (01:55:41)
